val_loss,train_loss
19.211191177368164,31.35692024230957
18.931028366088867,21.660381317138672
18.77570343017578,20.633203506469727
18.68974494934082,20.14653968811035
18.55124855041504,19.819738388061523
18.376506805419922,19.53097915649414
18.22782325744629,19.08218765258789
18.07345199584961,18.470794677734375
18.069900512695312,17.932781219482422
18.050018310546875,17.644515991210938
18.074588775634766,17.491119384765625
18.150571823120117,17.38243293762207
18.07997703552246,17.336706161499023
18.073955535888672,17.2811279296875
18.06406593322754,17.213180541992188
18.036481857299805,17.18096351623535
17.976430892944336,17.11924171447754
18.008251190185547,17.114028930664062
18.054288864135742,17.059946060180664
17.991830825805664,17.021352767944336
18.015310287475586,17.00404167175293
17.979461669921875,16.976764678955078
18.023231506347656,16.9388427734375
18.067598342895508,16.935272216796875
17.963022232055664,16.9027099609375
17.92875099182129,16.86912727355957
17.939260482788086,16.844058990478516
17.93959617614746,16.849388122558594
17.982460021972656,16.80769157409668
17.93588638305664,16.80999183654785
17.921905517578125,16.77301597595215
17.933950424194336,16.7440128326416
17.91506004333496,16.714176177978516
17.913949966430664,16.711082458496094
17.879037857055664,16.669475555419922
17.99039649963379,16.682571411132812
17.84523582458496,16.67329216003418
17.926563262939453,16.668121337890625
17.884756088256836,16.644594192504883
17.87870216369629,16.623178482055664
17.84864044189453,16.621410369873047
17.90574836730957,16.62088966369629
17.912172317504883,16.578201293945312
17.861440658569336,16.581146240234375
17.92894172668457,16.584796905517578
17.824296951293945,16.552467346191406
17.921091079711914,16.56300163269043
17.92171287536621,16.527124404907227
17.896018981933594,16.54024887084961
18.0331974029541,16.511240005493164
17.84932518005371,16.54669952392578
17.891082763671875,16.505369186401367
17.886947631835938,16.501663208007812
17.8467960357666,16.494182586669922
17.82575225830078,16.500608444213867
17.833133697509766,16.49775505065918
17.84186363220215,16.483064651489258
18.02305793762207,16.462244033813477
17.86909294128418,16.47190284729004
17.865854263305664,16.470932006835938
17.8268985748291,16.463237762451172
17.910911560058594,16.457794189453125
17.983442306518555,16.452436447143555
17.898374557495117,16.447528839111328
17.88736915588379,16.427291870117188
17.930517196655273,16.45026206970215
17.89531135559082,16.432859420776367
17.891448974609375,16.42510223388672
17.91789436340332,16.43635368347168
18.0251407623291,16.437335968017578
17.8763370513916,16.41678237915039
18.014497756958008,16.390281677246094
17.98081398010254,16.395601272583008
17.8741397857666,16.423351287841797
17.8812198638916,16.398488998413086
17.871797561645508,16.39277458190918
17.89632797241211,16.384496688842773
17.958309173583984,16.37930679321289
17.937715530395508,16.37512969970703
17.82088279724121,16.393184661865234
17.8815975189209,16.376436233520508
17.85527801513672,16.395275115966797
17.881282806396484,16.367156982421875
17.899112701416016,16.363666534423828
17.90044403076172,16.376802444458008
17.923307418823242,16.342283248901367
17.99176025390625,16.383331298828125
17.894622802734375,16.358243942260742
17.835874557495117,16.342538833618164
17.9232120513916,16.32811164855957
17.857646942138672,16.323070526123047
17.86612319946289,16.338937759399414
17.779245376586914,16.329540252685547
17.953699111938477,16.341373443603516
17.930688858032227,16.34077262878418
17.93849754333496,16.333982467651367
17.85755157470703,16.31679916381836
17.914289474487305,16.327091217041016
17.91549301147461,16.328739166259766
17.898250579833984,16.302093505859375
17.891204833984375,16.30990982055664
17.795791625976562,16.30146026611328
17.945098876953125,16.304662704467773
17.831029891967773,16.30424690246582
17.823551177978516,16.313810348510742
17.852956771850586,16.321144104003906
17.87143325805664,16.283082962036133
17.896800994873047,16.30071449279785
17.910184860229492,16.31328773498535
17.87667465209961,16.296567916870117
17.860443115234375,16.277841567993164
17.854454040527344,16.29530143737793
17.929773330688477,16.309539794921875
17.909271240234375,16.308744430541992
17.914216995239258,16.278207778930664
17.854978561401367,16.28581428527832
17.841157913208008,16.280961990356445
17.84360122680664,16.28597640991211
17.92914581298828,16.287710189819336
17.93319320678711,16.281719207763672
17.8476619720459,16.28373908996582
17.876220703125,16.295547485351562
17.762508392333984,16.272750854492188
17.916536331176758,16.261905670166016
17.844013214111328,16.27808380126953
17.803279876708984,16.269699096679688
17.968170166015625,16.293441772460938
17.78825569152832,16.27150535583496
17.823837280273438,16.275178909301758
17.853647232055664,16.287229537963867
17.801759719848633,16.264829635620117
17.836307525634766,16.276586532592773
17.810659408569336,16.25703239440918
17.893016815185547,16.271045684814453
17.85666847229004,16.285606384277344
17.82191276550293,16.247211456298828
17.8397274017334,16.258548736572266
17.86338233947754,16.274667739868164
17.811058044433594,16.267139434814453
17.87126922607422,16.258831024169922
17.887527465820312,16.289419174194336
17.873416900634766,16.240154266357422
17.9254150390625,16.275779724121094
17.896873474121094,16.255088806152344
17.82875633239746,16.265832901000977
17.838991165161133,16.264896392822266
17.76551628112793,16.264801025390625
17.81736946105957,16.239248275756836
17.829551696777344,16.252765655517578
17.903244018554688,16.228822708129883
17.828617095947266,16.257871627807617
17.735620498657227,16.252939224243164
17.823875427246094,16.21027946472168
17.896018981933594,16.25164222717285
17.83257293701172,16.264936447143555
17.841083526611328,16.224498748779297
17.79366111755371,16.260160446166992
17.86380386352539,16.24919891357422
17.790164947509766,16.24297523498535
17.879253387451172,16.23607635498047
17.768775939941406,16.223915100097656
17.832401275634766,16.234783172607422
17.79457664489746,16.213163375854492
17.857568740844727,16.24110221862793
17.847965240478516,16.235700607299805
17.794036865234375,16.23294448852539
17.84395980834961,16.23538589477539
17.83724594116211,16.228290557861328
17.793649673461914,16.217741012573242
17.88227653503418,16.244386672973633
17.76329231262207,16.22834587097168
17.829639434814453,16.21865463256836
17.82498550415039,16.22159767150879
17.869781494140625,16.204519271850586
17.83777618408203,16.218605041503906
17.853286743164062,16.22687530517578
17.834014892578125,16.221540451049805
17.873069763183594,16.20913314819336
17.853418350219727,16.211929321289062
17.810333251953125,16.23330307006836
17.91631317138672,16.239917755126953
17.881956100463867,16.199960708618164
17.862655639648438,16.192068099975586
17.796329498291016,16.197227478027344
17.846202850341797,16.200674057006836
17.914615631103516,16.2017765045166
17.902835845947266,16.161354064941406
17.888063430786133,16.202159881591797
17.778907775878906,16.19059944152832
17.943429946899414,16.198509216308594
17.868942260742188,16.228532791137695
17.971338272094727,16.208328247070312
17.89296531677246,16.203807830810547
17.842784881591797,16.197120666503906
17.920394897460938,16.22163963317871
17.892847061157227,16.186683654785156
17.97368049621582,16.194046020507812
17.887922286987305,16.19133186340332
17.80711555480957,16.19420051574707
17.81693458557129,16.180763244628906
17.76589012145996,16.182058334350586
17.760000228881836,16.210206985473633
17.864408493041992,16.182640075683594
17.876346588134766,16.19065284729004
17.92365074157715,16.20437240600586
17.812305450439453,16.18512535095215
17.77606773376465,16.168283462524414
17.87674903869629,16.17917251586914
17.86302947998047,16.192005157470703
17.78400230407715,16.164846420288086
17.914785385131836,16.20856285095215
17.873409271240234,16.1908016204834
17.914154052734375,16.19536018371582
17.897363662719727,16.177715301513672
17.77948570251465,16.17341423034668
17.843149185180664,16.175209045410156
17.815773010253906,16.17001724243164
17.81177520751953,16.172025680541992
