val_loss,epoch,step,train_loss
,136,13425,16.258548736572266
17.8397274017334,137,13523,
,137,13523,16.274667739868164
17.86338233947754,138,13621,
,138,13621,16.267139434814453
17.811058044433594,139,13719,
,139,13719,16.258831024169922
17.87126922607422,140,13817,
,140,13817,16.289419174194336
17.887527465820312,141,13915,
,141,13915,16.240154266357422
17.873416900634766,142,14013,
,142,14013,16.275779724121094
17.9254150390625,143,14111,
,143,14111,16.255088806152344
17.896873474121094,144,14209,
,144,14209,16.265832901000977
17.82875633239746,145,14307,
,145,14307,16.264896392822266
17.838991165161133,146,14405,
,146,14405,16.264801025390625
17.76551628112793,147,14503,
,147,14503,16.239248275756836
17.81736946105957,148,14601,
,148,14601,16.252765655517578
17.829551696777344,149,14699,
,149,14699,16.228822708129883
17.903244018554688,150,14797,
,150,14797,16.257871627807617
17.828617095947266,151,14895,
,151,14895,16.252939224243164
17.735620498657227,152,14993,
,152,14993,16.21027946472168
17.823875427246094,153,15091,
,153,15091,16.25164222717285
17.896018981933594,154,15189,
,154,15189,16.264936447143555
17.83257293701172,155,15287,
,155,15287,16.224498748779297
17.841083526611328,156,15385,
,156,15385,16.260160446166992
17.79366111755371,157,15483,
,157,15483,16.24919891357422
17.86380386352539,158,15581,
,158,15581,16.24297523498535
17.790164947509766,159,15679,
,159,15679,16.23607635498047
17.879253387451172,160,15777,
,160,15777,16.223915100097656
17.768775939941406,161,15875,
,161,15875,16.234783172607422
17.832401275634766,162,15973,
,162,15973,16.213163375854492
17.79457664489746,163,16071,
,163,16071,16.24110221862793
17.857568740844727,164,16169,
,164,16169,16.235700607299805
17.847965240478516,165,16267,
,165,16267,16.23294448852539
17.794036865234375,166,16365,
,166,16365,16.23538589477539
17.84395980834961,167,16463,
,167,16463,16.228290557861328
17.83724594116211,168,16561,
,168,16561,16.217741012573242
17.793649673461914,169,16659,
,169,16659,16.244386672973633
17.88227653503418,170,16757,
,170,16757,16.22834587097168
17.76329231262207,171,16855,
,171,16855,16.21865463256836
17.829639434814453,172,16953,
,172,16953,16.22159767150879
17.82498550415039,173,17051,
,173,17051,16.204519271850586
17.869781494140625,174,17149,
,174,17149,16.218605041503906
17.83777618408203,175,17247,
,175,17247,16.22687530517578
17.853286743164062,176,17345,
,176,17345,16.221540451049805
17.834014892578125,177,17443,
,177,17443,16.20913314819336
17.873069763183594,178,17541,
,178,17541,16.211929321289062
17.853418350219727,179,17639,
,179,17639,16.23330307006836
17.810333251953125,180,17737,
,180,17737,16.239917755126953
17.91631317138672,181,17835,
,181,17835,16.199960708618164
17.881956100463867,182,17933,
,182,17933,16.192068099975586
17.862655639648438,183,18031,
,183,18031,16.197227478027344
17.796329498291016,184,18129,
,184,18129,16.200674057006836
17.846202850341797,185,18227,
,185,18227,16.2017765045166
17.914615631103516,186,18325,
,186,18325,16.161354064941406
17.902835845947266,187,18423,
,187,18423,16.202159881591797
17.888063430786133,188,18521,
,188,18521,16.19059944152832
17.778907775878906,189,18619,
,189,18619,16.198509216308594
17.943429946899414,190,18717,
,190,18717,16.228532791137695
17.868942260742188,191,18815,
,191,18815,16.208328247070312
17.971338272094727,192,18913,
,192,18913,16.203807830810547
17.89296531677246,193,19011,
,193,19011,16.197120666503906
17.842784881591797,194,19109,
,194,19109,16.22163963317871
17.920394897460938,195,19207,
,195,19207,16.186683654785156
17.892847061157227,196,19305,
,196,19305,16.194046020507812
17.97368049621582,197,19403,
,197,19403,16.19133186340332
17.887922286987305,198,19501,
,198,19501,16.19420051574707
17.80711555480957,199,19599,
,199,19599,16.180763244628906
17.81693458557129,200,19697,
,200,19697,16.182058334350586
17.76589012145996,201,19795,
,201,19795,16.210206985473633
17.760000228881836,202,19893,
,202,19893,16.182640075683594
17.864408493041992,203,19991,
,203,19991,16.19065284729004
17.876346588134766,204,20089,
,204,20089,16.20437240600586
17.92365074157715,205,20187,
,205,20187,16.18512535095215
17.812305450439453,206,20285,
,206,20285,16.168283462524414
17.77606773376465,207,20383,
,207,20383,16.17917251586914
17.87674903869629,208,20481,
,208,20481,16.192005157470703
17.86302947998047,209,20579,
,209,20579,16.164846420288086
17.78400230407715,210,20677,
,210,20677,16.20856285095215
17.914785385131836,211,20775,
,211,20775,16.1908016204834
17.873409271240234,212,20873,
,212,20873,16.19536018371582
17.914154052734375,213,20971,
,213,20971,16.177715301513672
17.897363662719727,214,21069,
,214,21069,16.17341423034668
17.77948570251465,215,21167,
,215,21167,16.175209045410156
17.843149185180664,216,21265,
,216,21265,16.17001724243164
17.815773010253906,217,21363,
,217,21363,16.172025680541992
17.81177520751953,218,21461,
,218,21461,16.15863037109375
17.940053939819336,219,21559,
,219,21559,16.155858993530273
17.879976272583008,220,21657,
,220,21657,16.154743194580078
17.876771926879883,221,21755,
,221,21755,16.175779342651367
17.878618240356445,222,21853,
,222,21853,16.153207778930664
17.790157318115234,223,21951,
,223,21951,16.15909194946289
17.8131160736084,224,22049,
,224,22049,16.16598129272461
17.77728271484375,225,22147,
,225,22147,16.16931915283203
17.86149024963379,226,22245,
,226,22245,16.166637420654297
17.795433044433594,227,22343,
,227,22343,16.1707706451416
17.93812370300293,228,22441,
,228,22441,16.16691780090332
17.832704544067383,229,22539,
,229,22539,16.162368774414062
17.8475284576416,230,22637,
,230,22637,16.16106605529785
17.86095428466797,231,22735,
,231,22735,16.14810562133789
17.78459358215332,232,22833,
,232,22833,16.17829132080078
17.779102325439453,233,22931,
,233,22931,16.16253089904785
17.86429786682129,234,23029,
,234,23029,16.175125122070312
17.83367919921875,235,23127,
,235,23127,16.16530990600586
17.772188186645508,236,23225,
,236,23225,16.160293579101562
17.814910888671875,237,23323,
,237,23323,16.149898529052734
17.895784378051758,238,23421,
,238,23421,16.163103103637695
17.828710556030273,239,23519,
,239,23519,16.158306121826172
17.75702667236328,240,23617,
,240,23617,16.1544246673584
17.857086181640625,241,23715,
,241,23715,16.17218589782715
17.85871124267578,242,23813,
,242,23813,16.133974075317383
17.88404083251953,243,23911,
,243,23911,16.15669059753418
17.761377334594727,244,24009,
,244,24009,16.15294075012207
17.78528594970703,245,24107,
,245,24107,16.12142562866211
17.839712142944336,246,24205,
,246,24205,16.14960289001465
17.787723541259766,247,24303,
,247,24303,16.174489974975586
17.821121215820312,248,24401,
,248,24401,16.16683578491211
17.831539154052734,249,24499,
,249,24499,16.157516479492188
17.80951499938965,250,24597,
,250,24597,16.153688430786133
17.84499740600586,251,24695,
,251,24695,16.149423599243164
17.87381935119629,252,24793,
,252,24793,16.145540237426758
17.7955379486084,253,24891,
,253,24891,16.14008331298828
17.86845588684082,254,24989,
,254,24989,16.143024444580078
17.883888244628906,255,25087,
,255,25087,16.165285110473633
17.95311737060547,256,25185,
,256,25185,16.158626556396484
17.80971336364746,257,25283,
,257,25283,16.14006996154785
17.837169647216797,258,25381,
,258,25381,16.137836456298828
17.90120506286621,259,25479,
,259,25479,16.163057327270508
17.80594825744629,260,25577,
,260,25577,16.15815544128418
17.88187026977539,261,25675,
,261,25675,16.131418228149414
17.816009521484375,262,25773,
,262,25773,16.138782501220703
17.871078491210938,263,25871,
,263,25871,16.13654136657715
17.881742477416992,264,25969,
,264,25969,16.168960571289062
17.784378051757812,265,26067,
,265,26067,16.159421920776367
17.941877365112305,266,26165,
,266,26165,16.158706665039062
17.879444122314453,267,26263,
,267,26263,16.13991355895996
17.789155960083008,268,26361,
,268,26361,16.151592254638672
17.891088485717773,269,26459,
,269,26459,16.144290924072266
17.933406829833984,270,26557,
,270,26557,16.138927459716797
17.77722930908203,271,26655,
,271,26655,16.16641616821289
17.85588264465332,272,26753,
,272,26753,16.130416870117188
17.854568481445312,273,26851,
,273,26851,16.106037139892578
17.832304000854492,274,26949,
,274,26949,16.122196197509766
17.772642135620117,275,27047,
,275,27047,16.15622329711914
17.820283889770508,276,27145,
,276,27145,16.154062271118164
17.84946632385254,277,27243,
,277,27243,16.147811889648438
17.82232093811035,278,27341,
,278,27341,16.12757682800293
17.841646194458008,279,27439,
,279,27439,16.130050659179688
17.79875373840332,280,27537,
,280,27537,16.118114471435547
17.79823875427246,281,27635,
,281,27635,16.129878997802734
17.82305335998535,282,27733,
,282,27733,16.1301212310791
17.936918258666992,283,27831,
,283,27831,16.108993530273438
17.904190063476562,284,27929,
,284,27929,16.125696182250977
17.847440719604492,285,28027,
,285,28027,16.14633560180664
17.926576614379883,286,28125,
,286,28125,16.123149871826172
17.8614444732666,287,28223,
,287,28223,16.151748657226562
17.88292694091797,288,28321,
,288,28321,16.13396453857422
17.78614616394043,289,28419,
,289,28419,16.120981216430664
17.82650375366211,290,28517,
,290,28517,16.125469207763672
17.9188175201416,291,28615,
,291,28615,16.117908477783203
17.792160034179688,292,28713,
,292,28713,16.120006561279297
17.833667755126953,293,28811,
,293,28811,16.121477127075195
17.76660919189453,294,28909,
,294,28909,16.125978469848633
17.905874252319336,295,29007,
,295,29007,16.13577651977539
17.861818313598633,296,29105,
,296,29105,16.1241455078125
17.84065818786621,297,29203,
,297,29203,16.13566780090332
17.908058166503906,298,29301,
,298,29301,16.126129150390625
17.866514205932617,299,29399,
,299,29399,16.109434127807617
17.82879066467285,300,29497,
,300,29497,16.112930297851562
17.823955535888672,301,29595,
,301,29595,16.103801727294922
17.892057418823242,302,29693,
,302,29693,16.1044921875
17.78846549987793,303,29791,
,303,29791,16.134889602661133
17.89440155029297,304,29889,
,304,29889,16.109481811523438
17.79730796813965,305,29987,
,305,29987,16.12311363220215
17.76934051513672,306,30085,
,306,30085,16.121334075927734
17.85630226135254,307,30183,
,307,30183,16.121610641479492
17.81816864013672,308,30281,
,308,30281,16.09062957763672
17.849416732788086,309,30379,
,309,30379,16.126113891601562
17.809350967407227,310,30477,
,310,30477,16.121065139770508
17.850330352783203,311,30575,
,311,30575,16.106393814086914
17.779888153076172,312,30673,
,312,30673,16.117469787597656
17.89484214782715,313,30771,
,313,30771,16.097549438476562
17.79355812072754,314,30869,
,314,30869,16.089935302734375
17.94131851196289,315,30967,
,315,30967,16.138080596923828
17.764467239379883,316,31065,
,316,31065,16.107446670532227
17.777345657348633,317,31163,
,317,31163,16.10899543762207
18.010692596435547,318,31261,
,318,31261,16.160438537597656
17.968557357788086,319,31359,
,319,31359,16.08901596069336
17.837793350219727,320,31457,
,320,31457,16.12501335144043
17.935321807861328,321,31555,
,321,31555,16.138694763183594
17.905254364013672,322,31653,
,322,31653,16.130022048950195
17.857769012451172,323,31751,
,323,31751,16.122112274169922
17.84036636352539,324,31849,
,324,31849,16.119041442871094
17.8529052734375,325,31947,
,325,31947,16.11721420288086
17.7985897064209,326,32045,
,326,32045,16.119060516357422
17.859296798706055,327,32143,
,327,32143,16.07836151123047
17.795738220214844,328,32241,
,328,32241,16.106063842773438
17.829593658447266,329,32339,
,329,32339,16.126815795898438
17.8421630859375,330,32437,
,330,32437,16.077491760253906
17.91910171508789,331,32535,
,331,32535,16.128887176513672
17.85820960998535,332,32633,
,332,32633,16.115373611450195
17.869421005249023,333,32731,
,333,32731,16.112133026123047
17.865583419799805,334,32829,
,334,32829,16.13848114013672
17.912296295166016,335,32927,
,335,32927,16.101364135742188
17.884708404541016,336,33025,
,336,33025,16.12569808959961
17.806129455566406,337,33123,
,337,33123,16.11285972595215
17.938186645507812,338,33221,
,338,33221,16.10109519958496
17.87828254699707,339,33319,
,339,33319,16.101842880249023
17.845767974853516,340,33417,
,340,33417,16.11381721496582
17.826751708984375,341,33515,
,341,33515,16.098064422607422
17.818389892578125,342,33613,
,342,33613,16.102760314941406
17.750530242919922,343,33711,
,343,33711,16.11307716369629
17.842105865478516,344,33809,
,344,33809,16.122751235961914
17.925952911376953,345,33907,
,345,33907,16.0976505279541
17.764551162719727,346,34005,
,346,34005,16.10720443725586
17.81145668029785,347,34103,
,347,34103,16.107471466064453
17.91851806640625,348,34201,
,348,34201,16.110536575317383
17.82588005065918,349,34299,
,349,34299,16.096586227416992
17.860807418823242,350,34397,
,350,34397,16.118555068969727
17.821138381958008,351,34495,
,351,34495,16.11041831970215
17.846019744873047,352,34593,
,352,34593,16.121044158935547
17.998775482177734,353,34691,
,353,34691,16.111831665039062
17.82475471496582,354,34789,
,354,34789,16.083847045898438
17.823665618896484,355,34887,
,355,34887,16.085250854492188
17.81508445739746,356,34985,
,356,34985,16.101482391357422
17.904495239257812,357,35083,
,357,35083,16.08810043334961
17.80435562133789,358,35181,
,358,35181,16.096012115478516
17.919721603393555,359,35279,
,359,35279,16.095684051513672
17.83547592163086,360,35377,
,360,35377,16.09491729736328
17.79181671142578,361,35475,
,361,35475,16.10712242126465
17.898468017578125,362,35573,
,362,35573,16.09347152709961
17.83225440979004,363,35671,
,363,35671,16.08914566040039
17.874385833740234,364,35769,
,364,35769,16.107301712036133
17.872962951660156,365,35867,
,365,35867,16.106441497802734
17.947193145751953,366,35965,
,366,35965,16.086990356445312
17.86179542541504,367,36063,
,367,36063,16.12769317626953
17.996034622192383,368,36161,
,368,36161,16.11451530456543
17.84446907043457,369,36259,
,369,36259,16.128631591796875
17.946855545043945,370,36357,
,370,36357,16.1021671295166
17.88370704650879,371,36455,
,371,36455,16.10382080078125
17.794282913208008,372,36553,
,372,36553,16.098562240600586
17.844430923461914,373,36651,
,373,36651,16.081697463989258
17.900068283081055,374,36749,
,374,36749,16.087060928344727
17.889238357543945,375,36847,
,375,36847,16.102901458740234
17.789756774902344,376,36945,
,376,36945,16.097501754760742
17.862794876098633,377,37043,
,377,37043,16.101409912109375
17.778730392456055,378,37141,
,378,37141,16.058454513549805
17.844398498535156,379,37239,
,379,37239,16.09044075012207
17.827598571777344,380,37337,
,380,37337,16.10163688659668
17.847084045410156,381,37435,
,381,37435,16.1019229888916
17.88947296142578,382,37533,
,382,37533,16.105955123901367
17.813770294189453,383,37631,
,383,37631,16.099817276000977
17.90909767150879,384,37729,
,384,37729,16.093196868896484
17.78877830505371,385,37827,
,385,37827,16.102357864379883
17.848201751708984,386,37925,
,386,37925,16.10299301147461
17.902917861938477,387,38023,
,387,38023,16.11727523803711
17.801799774169922,388,38121,
,388,38121,16.096317291259766
17.963016510009766,389,38219,
,389,38219,16.09323501586914
17.79703140258789,390,38317,
,390,38317,16.106557846069336
17.990116119384766,391,38415,
,391,38415,16.07286834716797
17.895139694213867,392,38513,
,392,38513,16.094938278198242
18.02762794494629,393,38611,
,393,38611,16.085386276245117
17.906696319580078,394,38709,
,394,38709,16.09007453918457
17.95376205444336,395,38807,
,395,38807,16.073097229003906
17.952585220336914,396,38905,
,396,38905,16.09605598449707
17.939800262451172,397,39003,
,397,39003,16.11153221130371
17.801156997680664,398,39101,
,398,39101,16.116191864013672
17.88857078552246,399,39199,
,399,39199,16.1167049407959
17.879226684570312,400,39297,
,400,39297,16.094358444213867
17.89640998840332,401,39395,
,401,39395,16.073017120361328
17.845792770385742,402,39493,
,402,39493,16.105533599853516
17.877317428588867,403,39591,
,403,39591,16.117605209350586
17.884212493896484,404,39689,
,404,39689,16.110469818115234
17.908397674560547,405,39787,
,405,39787,16.092527389526367
17.862430572509766,406,39885,
,406,39885,16.09649085998535
17.8206729888916,407,39983,
,407,39983,16.094329833984375
17.94089698791504,408,40081,
,408,40081,16.096216201782227
17.93903160095215,409,40179,
,409,40179,16.094118118286133
17.83159065246582,410,40277,
,410,40277,16.10605239868164
17.771011352539062,411,40375,
,411,40375,16.09566307067871
17.87934684753418,412,40473,
,412,40473,16.08384895324707
17.88661766052246,413,40571,
,413,40571,16.075965881347656
17.803401947021484,414,40669,
,414,40669,16.077219009399414
17.953296661376953,415,40767,
,415,40767,16.075456619262695
17.931610107421875,416,40865,
,416,40865,16.103818893432617
17.8425235748291,417,40963,
,417,40963,16.08111000061035
17.883289337158203,418,41061,
,418,41061,16.109357833862305
17.916616439819336,419,41159,
,419,41159,16.0888614654541
17.805728912353516,420,41257,
,420,41257,16.08138656616211
17.883142471313477,421,41355,
,421,41355,16.090503692626953
17.80438804626465,422,41453,
,422,41453,16.087265014648438
17.80076789855957,423,41551,
,423,41551,16.118478775024414
17.906970977783203,424,41649,
,424,41649,16.071990966796875
17.949066162109375,425,41747,
,425,41747,16.066957473754883
17.907882690429688,426,41845,
,426,41845,16.089393615722656
17.94147491455078,427,41943,
,427,41943,16.07065200805664
17.92450523376465,428,42041,
,428,42041,16.09063148498535
17.899059295654297,429,42139,
,429,42139,16.080848693847656
17.831138610839844,430,42237,
,430,42237,16.084327697753906
17.87831687927246,431,42335,
,431,42335,16.089862823486328
17.80467414855957,432,42433,
,432,42433,16.087196350097656
18.057767868041992,433,42531,
,433,42531,16.084993362426758
17.82289695739746,434,42629,
,434,42629,16.10653305053711
17.8145751953125,435,42727,
,435,42727,16.08407211303711
17.851497650146484,436,42825,
,436,42825,16.11678695678711
17.91292381286621,437,42923,
,437,42923,16.101533889770508
17.825477600097656,438,43021,
,438,43021,16.076608657836914
17.91819190979004,439,43119,
,439,43119,16.09061050415039
17.82518196105957,440,43217,
,440,43217,16.080917358398438
17.814844131469727,441,43315,
,441,43315,16.068683624267578
17.768404006958008,442,43413,
,442,43413,16.094585418701172
17.90645408630371,443,43511,
,443,43511,16.095870971679688
17.84355926513672,444,43609,
,444,43609,16.06792640686035
17.874536514282227,445,43707,
,445,43707,16.109758377075195
17.923799514770508,446,43805,
,446,43805,16.11121940612793
17.884204864501953,447,43903,
,447,43903,16.100841522216797
17.888002395629883,448,44001,
,448,44001,16.088333129882812
17.94146728515625,449,44099,
,449,44099,16.08460807800293
17.8240909576416,450,44197,
,450,44197,16.0808162689209
17.943506240844727,451,44295,
,451,44295,16.085899353027344
17.887168884277344,452,44393,
,452,44393,16.103267669677734
17.88791847229004,453,44491,
,453,44491,16.06635093688965
17.772594451904297,454,44589,
,454,44589,16.116384506225586
17.829647064208984,455,44687,
,455,44687,16.106420516967773
17.841800689697266,456,44785,
,456,44785,16.09018898010254
17.900833129882812,457,44883,
,457,44883,16.0682430267334
17.804237365722656,458,44981,
,458,44981,16.086652755737305
17.87868881225586,459,45079,
,459,45079,16.09725570678711
17.88679313659668,460,45177,
,460,45177,16.091794967651367
17.77848243713379,461,45275,
,461,45275,16.101343154907227
17.84193229675293,462,45373,
,462,45373,16.09429931640625
17.79440689086914,463,45471,
,463,45471,16.120468139648438
17.851200103759766,464,45569,
,464,45569,16.055999755859375
17.86728858947754,465,45667,
,465,45667,16.086624145507812
17.858020782470703,466,45765,
,466,45765,16.098888397216797
17.914609909057617,467,45863,
,467,45863,16.087787628173828
17.916610717773438,468,45961,
,468,45961,16.10162925720215
17.707931518554688,469,46059,
,469,46059,16.08677864074707
17.895225524902344,470,46157,
,470,46157,16.086050033569336
17.86111068725586,471,46255,
,471,46255,16.079423904418945
17.80989646911621,472,46353,
,472,46353,16.06609344482422
17.867141723632812,473,46451,
,473,46451,16.10908317565918
17.77674674987793,474,46549,
,474,46549,16.08344841003418
17.89838409423828,475,46647,
,475,46647,16.087398529052734
17.784040451049805,476,46745,
,476,46745,16.09052085876465
17.88261604309082,477,46843,
,477,46843,16.073701858520508
17.76580810546875,478,46941,
,478,46941,16.073467254638672
18.015670776367188,479,47039,
,479,47039,16.08448028564453
17.758028030395508,480,47137,
,480,47137,16.084470748901367
17.877666473388672,481,47235,
,481,47235,16.084617614746094
17.801345825195312,482,47333,
,482,47333,16.08265495300293
17.752164840698242,483,47431,
,483,47431,16.06378936767578
17.823091506958008,484,47529,
,484,47529,16.082752227783203
17.908384323120117,485,47627,
,485,47627,16.086183547973633
17.9005069732666,486,47725,
,486,47725,16.099794387817383
17.839778900146484,487,47823,
,487,47823,16.074691772460938
17.84297752380371,488,47921,
,488,47921,16.075624465942383
17.997079849243164,489,48019,
,489,48019,16.1245174407959
17.851530075073242,490,48117,
,490,48117,16.07659149169922
17.80411720275879,491,48215,
,491,48215,16.110849380493164
17.84288215637207,492,48313,
,492,48313,16.082231521606445
17.827312469482422,493,48411,
,493,48411,16.098342895507812
17.882463455200195,494,48509,
,494,48509,16.095197677612305
17.921722412109375,495,48607,
,495,48607,16.079734802246094
17.89568328857422,496,48705,
,496,48705,16.091489791870117
17.954622268676758,497,48803,
,497,48803,16.073455810546875
17.738243103027344,498,48901,
,498,48901,16.072980880737305
17.83574676513672,499,48999,
